;vars1;vars2;cramer_corr;actuacion;nivel;Identificador_pregunta
1745;yada;tinn;0,160804;Innovacion;todos 1;tinn
1746;nemp;tinn;0,159283;Innovacion;todos 1;tinn
1747;ypay;tinn;0,154003;Innovacion;todos 1;tinn
1748;nninn;tinn;0,153986;Innovacion;todos 1;tinn
1749;ninn;tinn;0,146312;Innovacion;todos 1;tinn
1750;nnret;tinn;0,144911;Innovacion;todos 1;tinn
1751;ncom;tinn;0,140521;Innovacion;todos 1;tinn
1752;nrel;tinn;0,139313;Innovacion;todos 1;tinn
1753;nnrit;tinn;0,136914;Innovacion;todos 1;tinn
1754;nrec;tinn;0,13562;Innovacion;todos 1;tinn
1755;nnorg;tinn;0,132891;Innovacion;todos 1;tinn
1756;nequ;tinn;0,126007;Innovacion;todos 1;tinn
1757;npay;tinn;0,12351;Innovacion;todos 1;tinn
1758;nncov;tinn;0,109459;Innovacion;todos 1;tinn
1759;nnada;tinn;0,109325;Innovacion;todos 1;tinn
1760;nrit;tinn;0,107322;Innovacion;todos 1;tinn
1761;nnpay;tinn;0,102531;Innovacion;todos 1;tinn
1762;ycox;tinn;0,089074;Innovacion;todos 1;tinn
1763;nnsup;tinn;0,087531;Innovacion;todos 1;tinn
1764;ycov;tinn;0,082183;Innovacion;todos 1;tinn
1765;nnequ;tinn;0,080722;Innovacion;todos 1;tinn
1766;ycon;tinn;0,077552;Innovacion;todos 1;tinn
1767;nent;tinn;0,075709;Innovacion;todos 1;tinn
1768;yret;tinn;0,075397;Innovacion;todos 1;tinn
1769;yrel;tinn;0,065949;Innovacion;todos 1;tinn
1770;nntom;tinn;0,063894;Innovacion;todos 1;tinn
1771;ycom;tinn;0,05406;Innovacion;todos 1;tinn
1772;ncov;tinn;0,040502;Innovacion;todos 1;tinn
1773;nnent;tinn;0,03989;Innovacion;todos 1;tinn
1774;ncon;tinn;0,034396;Innovacion;todos 1;tinn
1775;yrec;tinn;0,0;Innovacion;todos 1;tinn
1776;antigüedad en el cargo;tinn;0,0;Innovacion;todos 1;tinn
1777;antigüedad en la organización;tinn;0,0;Innovacion;todos 1;tinn
1778;ypro;tinn;0,0;Innovacion;todos 1;tinn
1779;yorg;tinn;0,0;Innovacion;todos 1;tinn
1780;yequ;tinn;0,0;Innovacion;todos 1;tinn
1781;edad;tinn;0,0;Innovacion;todos 1;tinn
1782;nivel del cargo;tinn;0,0;Innovacion;todos 1;tinn
1783;yinn;tinn;0,0;Innovacion;todos 1;tinn
1784;estado civil;tinn;0,0;Innovacion;todos 1;tinn
1785;area;tinn;0,0;Innovacion;todos 1;tinn
1786;nncon;tinn;0,0;Innovacion;todos 1;tinn
1787;ytom;tinn;0,0;Innovacion;todos 1;tinn
1788;nnrel;tinn;0,0;Innovacion;todos 1;tinn
1789;genero;tinn;0,0;Innovacion;todos 1;tinn
1790;hijos;tinn;0,0;Innovacion;todos 1;tinn
1791;ncox;tinn;0,0;Innovacion;todos 1;tinn
1792;ysup;tinn;0,0;Innovacion;todos 1;tinn
1793;tpay;tcom;0,414648;Comunicacion;todos 1;tcom
1794;trit;tcom;0,414135;Comunicacion;todos 1;tcom
1795;tcox;tcom;0,402163;Comunicacion;todos 1;tcom
1796;tcon;tcom;0,395682;Comunicacion;todos 1;tcom
1797;tpro;tcom;0,378038;Comunicacion;todos 1;tcom
1798;nnequ;tcom;0,318612;Comunicacion;todos 1;tcom
1799;tequ;tcom;0,311009;Comunicacion;todos 1;tcom
1800;nncom;tcom;0,310157;Comunicacion;todos 1;tcom
1801;nncox;tcom;0,308149;Comunicacion;todos 1;tcom
1802;trec;tcom;0,304624;Comunicacion;todos 1;tcom
1803;norg;tcom;0,303889;Comunicacion;todos 1;tcom
1804;npro;tcom;0,299905;Comunicacion;todos 1;tcom
1805;nnpro;tcom;0,299137;Comunicacion;todos 1;tcom
1806;nsup;tcom;0,295892;Comunicacion;todos 1;tcom
1807;nnrec;tcom;0,294737;Comunicacion;todos 1;tcom
1808;ycom;tcom;0,285717;Comunicacion;todos 1;tcom
1809;nrel;tcom;0,285059;Comunicacion;todos 1;tcom
1810;tret;tcom;0,283131;Comunicacion;todos 1;tcom
1811;ncom;tcom;0,273877;Comunicacion;todos 1;tcom
1812;edad;tcom;0,268317;Comunicacion;todos 1;tcom
1813;tlid;tcom;0,266325;Comunicacion;todos 1;tcom
1814;torg;tcom;0,259296;Comunicacion;todos 1;tcom
1815;nnemp;tcom;0,25755;Comunicacion;todos 1;tcom
1816;nninn;tcom;0,240546;Comunicacion;todos 1;tcom
1817;nnrit;tcom;0,23533;Comunicacion;todos 1;tcom
1818;nntom;tcom;0,234341;Comunicacion;todos 1;tcom
1819;ylid;tcom;0,232307;Comunicacion;todos 1;tcom
1820;ntom;tcom;0,230758;Comunicacion;todos 1;tcom
1821;nlid;tcom;0,228156;Comunicacion;todos 1;tcom
1822;nnsup;tcom;0,223472;Comunicacion;todos 1;tcom
1823;ycov;tcom;0,214604;Comunicacion;todos 1;tcom
1824;nncon;tcom;0,214103;Comunicacion;todos 1;tcom
1825;nrec;tcom;0,213523;Comunicacion;todos 1;tcom
1826;nnada;tcom;0,212988;Comunicacion;todos 1;tcom
1827;ninn;tcom;0,21252;Comunicacion;todos 1;tcom
1828;nnlid;tcom;0,207339;Comunicacion;todos 1;tcom
1829;nequ;tcom;0,200778;Comunicacion;todos 1;tcom
1830;nnpay;tcom;0,199685;Comunicacion;todos 1;tcom
1831;yemp;tcom;0,198852;Comunicacion;todos 1;tcom
1832;nent;tcom;0,195568;Comunicacion;todos 1;tcom
1833;nret;tcom;0,193171;Comunicacion;todos 1;tcom
1834;nada;tcom;0,19302;Comunicacion;todos 1;tcom
1835;ncox;tcom;0,186108;Comunicacion;todos 1;tcom
1836;nemp;tcom;0,178361;Comunicacion;todos 1;tcom
1837;yada;tcom;0,177037;Comunicacion;todos 1;tcom
1838;nrit;tcom;0,176283;Comunicacion;todos 1;tcom
1839;nnent;tcom;0,165656;Comunicacion;todos 1;tcom
1840;nnret;tcom;0,160993;Comunicacion;todos 1;tcom
1841;yrit;tcom;0,158651;Comunicacion;todos 1;tcom
1842;ncon;tcom;0,155355;Comunicacion;todos 1;tcom
1843;nnorg;tcom;0,155323;Comunicacion;todos 1;tcom
1844;ncov;tcom;0,152275;Comunicacion;todos 1;tcom
1845;npay;tcom;0,15214;Comunicacion;todos 1;tcom
1846;yent;tcom;0,143047;Comunicacion;todos 1;tcom
1847;ycox;tcom;0,110747;Comunicacion;todos 1;tcom
1848;yinn;tcom;0,103546;Comunicacion;todos 1;tcom
1849;yrel;tcom;0,089227;Comunicacion;todos 1;tcom
1850;ypay;tcom;0,076869;Comunicacion;todos 1;tcom
1851;nivel del cargo;tcom;0,072075;Comunicacion;todos 1;tcom
1852;yrec;tcom;0,070465;Comunicacion;todos 1;tcom
1853;ytom;tcom;0,064663;Comunicacion;todos 1;tcom
1854;ycon;tcom;0,059766;Comunicacion;todos 1;tcom
1855;educacion;tcom;0,049573;Comunicacion;todos 1;tcom
1856;area;tcom;0,023892;Comunicacion;todos 1;tcom
1857;antigüedad en la organización;tcom;0,0;Comunicacion;todos 1;tcom
1858;antigüedad en el cargo;tcom;0,0;Comunicacion;todos 1;tcom
1859;ypro;tcom;0,0;Comunicacion;todos 1;tcom
1860;yorg;tcom;0,0;Comunicacion;todos 1;tcom
1861;yret;tcom;0,0;Comunicacion;todos 1;tcom
1862;yequ;tcom;0,0;Comunicacion;todos 1;tcom
1863;nncov;tcom;0,0;Comunicacion;todos 1;tcom
1864;estado civil;tcom;0,0;Comunicacion;todos 1;tcom
1865;genero;tcom;0,0;Comunicacion;todos 1;tcom
1866;nnrel;tcom;0,0;Comunicacion;todos 1;tcom
1867;hijos;tcom;0,0;Comunicacion;todos 1;tcom
1868;ysup;tcom;0,0;Comunicacion;todos 1;tcom
1869;ttom;ttpro;0,412659;Proposito;todos 2;ttpro
1870;ttequ;ttpro;0,384;Proposito;todos 2;ttpro
1871;tsup;ttpro;0,355649;Proposito;todos 2;ttpro
1872;tada;ttpro;0,345649;Proposito;todos 2;ttpro
1873;nnemp;ttpro;0,340548;Proposito;todos 2;ttpro
1874;tent;ttpro;0,337977;Proposito;todos 2;ttpro
1875;tcom;ttpro;0,322775;Proposito;todos 2;ttpro
1876;tret;ttpro;0,311556;Proposito;todos 2;ttpro
1877;temp;ttpro;0,304276;Proposito;todos 2;ttpro
1878;nsup;ttpro;0,301524;Proposito;todos 2;ttpro
1879;tlid;ttpro;0,297495;Proposito;todos 2;ttpro
1880;nnlid;ttpro;0,29103;Proposito;todos 2;ttpro
1881;ttcox;ttpro;0,283388;Proposito;todos 2;ttpro
1882;tinn;ttpro;0,28335;Proposito;todos 2;ttpro
1883;norg;ttpro;0,274211;Proposito;todos 2;ttpro
1884;tcov;ttpro;0,273525;Proposito;todos 2;ttpro
1885;ntom;ttpro;0,272932;Proposito;todos 2;ttpro
1886;trec;ttpro;0,269711;Proposito;todos 2;ttpro
1887;nncox;ttpro;0,269655;Proposito;todos 2;ttpro
1888;tpro;ttpro;0,267886;Proposito;todos 2;ttpro
1889;tcox;ttpro;0,266212;Proposito;todos 2;ttpro
1890;nnrit;ttpro;0,262114;Proposito;todos 2;ttpro
1891;nemp;ttpro;0,261139;Proposito;todos 2;ttpro
1892;tpay;ttpro;0,259834;Proposito;todos 2;ttpro
1893;nncom;ttpro;0,254192;Proposito;todos 2;ttpro
1894;nrit;ttpro;0,249388;Proposito;todos 2;ttpro
1895;nret;ttpro;0,247575;Proposito;todos 2;ttpro
1896;nnrec;ttpro;0,244639;Proposito;todos 2;ttpro
1897;tequ;ttpro;0,239919;Proposito;todos 2;ttpro
1898;tcon;ttpro;0,235927;Proposito;todos 2;ttpro
1899;nnpro;ttpro;0,235072;Proposito;todos 2;ttpro
1900;trit;ttpro;0,232348;Proposito;todos 2;ttpro
1901;nlid;ttpro;0,227356;Proposito;todos 2;ttpro
1902;nnret;ttpro;0,217714;Proposito;todos 2;ttpro
1903;trel;ttpro;0,217636;Proposito;todos 2;ttpro
1904;nnsup;ttpro;0,216153;Proposito;todos 2;ttpro
1905;ninn;ttpro;0,213829;Proposito;todos 2;ttpro
1906;ycom;ttpro;0,207775;Proposito;todos 2;ttpro
1907;nnpay;ttpro;0,200078;Proposito;todos 2;ttpro
1908;npro;ttpro;0,196652;Proposito;todos 2;ttpro
1909;nrec;ttpro;0,191573;Proposito;todos 2;ttpro
1910;nada;ttpro;0,189501;Proposito;todos 2;ttpro
1911;ycon;ttpro;0,188375;Proposito;todos 2;ttpro
1912;nnorg;ttpro;0,178649;Proposito;todos 2;ttpro
1913;genero;ttpro;0,170264;Proposito;todos 2;ttpro
1914;nent;ttpro;0,16943;Proposito;todos 2;ttpro
1915;nrel;ttpro;0,168884;Proposito;todos 2;ttpro
1916;nncov;ttpro;0,163842;Proposito;todos 2;ttpro
1917;ylid;ttpro;0,160373;Proposito;todos 2;ttpro
1918;ycox;ttpro;0,15604;Proposito;todos 2;ttpro
1919;nnequ;ttpro;0,155913;Proposito;todos 2;ttpro
1920;nnada;ttpro;0,1478;Proposito;todos 2;ttpro
1921;nninn;ttpro;0,143252;Proposito;todos 2;ttpro
1922;yrec;ttpro;0,13928;Proposito;todos 2;ttpro
1923;nncon;ttpro;0,134549;Proposito;todos 2;ttpro
1924;yemp;ttpro;0,132508;Proposito;todos 2;ttpro
1925;torg;ttpro;0,132114;Proposito;todos 2;ttpro
1926;ncov;ttpro;0,131526;Proposito;todos 2;ttpro
1927;edad;ttpro;0,130333;Proposito;todos 2;ttpro
1928;yrit;ttpro;0,127905;Proposito;todos 2;ttpro
1929;ncon;ttpro;0,118912;Proposito;todos 2;ttpro
1930;npay;ttpro;0,116128;Proposito;todos 2;ttpro
1931;nivel del cargo;ttpro;0,115999;Proposito;todos 2;ttpro
1932;nntom;ttpro;0,113135;Proposito;todos 2;ttpro
1933;ypay;ttpro;0,110539;Proposito;todos 2;ttpro
1934;ncom;ttpro;0,103955;Proposito;todos 2;ttpro
1935;nnent;ttpro;0,064856;Proposito;todos 2;ttpro
1936;nequ;ttpro;0,064853;Proposito;todos 2;ttpro
1937;ytom;ttpro;0,05477;Proposito;todos 2;ttpro
1938;ncox;ttpro;0,027468;Proposito;todos 2;ttpro
1939;yret;ttpro;0,0;Proposito;todos 2;ttpro
1940;antigüedad en la organización;ttpro;0,0;Proposito;todos 2;ttpro
1941;ypro;ttpro;0,0;Proposito;todos 2;ttpro
1942;educacion;ttpro;0,0;Proposito;todos 2;ttpro
1943;yorg;ttpro;0,0;Proposito;todos 2;ttpro
1944;antigüedad en el cargo;ttpro;0,0;Proposito;todos 2;ttpro
1945;yequ;ttpro;0,0;Proposito;todos 2;ttpro
1946;yinn;ttpro;0,0;Proposito;todos 2;ttpro
1947;estado civil;ttpro;0,0;Proposito;todos 2;ttpro
1948;yrel;ttpro;0,0;Proposito;todos 2;ttpro
1949;area;ttpro;0,0;Proposito;todos 2;ttpro
1950;yada;ttpro;0,0;Proposito;todos 2;ttpro
1951;nnrel;ttpro;0,0;Proposito;todos 2;ttpro
1952;hijos;ttpro;0,0;Proposito;todos 2;ttpro
1953;ysup;ttpro;0,0;Proposito;todos 2;ttpro
1954;yent;ttpro;0,0;Proposito;todos 2;ttpro
1955;ycov;ttpro;0,0;Proposito;todos 2;ttpro
1956;nnemp;nnsup;0,410306;Superar metas;nosotros 2;nnsup
1957;nent;nnsup;0,376417;Superar metas;nosotros 2;nnsup
1958;nrel;nnsup;0,348971;Superar metas;nosotros 2;nnsup
1959;nemp;nnsup;0,332298;Superar metas;nosotros 2;nnsup
1960;nnpay;nnsup;0,298983;Superar metas;nosotros 2;nnsup
1961;nncom;nnsup;0,297348;Superar metas;nosotros 2;nnsup
1962;nncon;nnsup;0,297279;Superar metas;nosotros 2;nnsup
1963;nncox;nnsup;0,289988;Superar metas;nosotros 2;nnsup
1964;nnada;nnsup;0,286779;Superar metas;nosotros 2;nnsup
1965;nnrec;nnsup;0,28446;Superar metas;nosotros 2;nnsup
1966;ncox;nnsup;0,281367;Superar metas;nosotros 2;nnsup
1967;nada;nnsup;0,269928;Superar metas;nosotros 2;nnsup
1968;nlid;nnsup;0,24914;Superar metas;nosotros 2;nnsup
1969;nnrel;nnsup;0,235598;Superar metas;nosotros 2;nnsup
1970;nnlid;nnsup;0,233021;Superar metas;nosotros 2;nnsup
1971;ntom;nnsup;0,228182;Superar metas;nosotros 2;nnsup
1972;nnret;nnsup;0,226618;Superar metas;nosotros 2;nnsup
1973;nsup;nnsup;0,223888;Superar metas;nosotros 2;nnsup
1974;nnpro;nnsup;0,204375;Superar metas;nosotros 2;nnsup
1975;nequ;nnsup;0,204057;Superar metas;nosotros 2;nnsup
1976;norg;nnsup;0,200293;Superar metas;nosotros 2;nnsup
1977;ylid;nnsup;0,192035;Superar metas;nosotros 2;nnsup
1978;nret;nnsup;0,188649;Superar metas;nosotros 2;nnsup
1979;nntom;nnsup;0,18463;Superar metas;nosotros 2;nnsup
1980;ncov;nnsup;0,180732;Superar metas;nosotros 2;nnsup
1981;nnequ;nnsup;0,176013;Superar metas;nosotros 2;nnsup
1982;nnorg;nnsup;0,175428;Superar metas;nosotros 2;nnsup
1983;ncon;nnsup;0,169614;Superar metas;nosotros 2;nnsup
1984;npay;nnsup;0,168835;Superar metas;nosotros 2;nnsup
1985;nnrit;nnsup;0,159513;Superar metas;nosotros 2;nnsup
1986;nrec;nnsup;0,154375;Superar metas;nosotros 2;nnsup
1987;nrit;nnsup;0,153231;Superar metas;nosotros 2;nnsup
1988;ninn;nnsup;0,137678;Superar metas;nosotros 2;nnsup
1989;npro;nnsup;0,136754;Superar metas;nosotros 2;nnsup
1990;yada;nnsup;0,112191;Superar metas;nosotros 2;nnsup
1991;nninn;nnsup;0,111655;Superar metas;nosotros 2;nnsup
1992;ycov;nnsup;0,103574;Superar metas;nosotros 2;nnsup
1993;nnent;nnsup;0,096069;Superar metas;nosotros 2;nnsup
1994;ypro;nnsup;0,09245;Superar metas;nosotros 2;nnsup
1995;yrit;nnsup;0,087234;Superar metas;nosotros 2;nnsup
1996;ncom;nnsup;0,085979;Superar metas;nosotros 2;nnsup
1997;ycom;nnsup;0,082873;Superar metas;nosotros 2;nnsup
1998;yrel;nnsup;0,082127;Superar metas;nosotros 2;nnsup
1999;antigüedad en el cargo;nnsup;0,077159;Superar metas;nosotros 2;nnsup
2000;yemp;nnsup;0,067959;Superar metas;nosotros 2;nnsup
2001;yorg;nnsup;0,059029;Superar metas;nosotros 2;nnsup
2002;nivel del cargo;nnsup;0,054746;Superar metas;nosotros 2;nnsup
2003;hijos;nnsup;0,023291;Superar metas;nosotros 2;nnsup
2004;yrec;nnsup;0,0;Superar metas;nosotros 2;nnsup
2005;antigüedad en la organización;nnsup;0,0;Superar metas;nosotros 2;nnsup
2006;educacion;nnsup;0,0;Superar metas;nosotros 2;nnsup
2007;ycox;nnsup;0,0;Superar metas;nosotros 2;nnsup
2008;ypay;nnsup;0,0;Superar metas;nosotros 2;nnsup
2009;yequ;nnsup;0,0;Superar metas;nosotros 2;nnsup
2010;yret;nnsup;0,0;Superar metas;nosotros 2;nnsup
2011;ycon;nnsup;0,0;Superar metas;nosotros 2;nnsup
2012;edad;nnsup;0,0;Superar metas;nosotros 2;nnsup
2013;nncov;nnsup;0,0;Superar metas;nosotros 2;nnsup
2014;yinn;nnsup;0,0;Superar metas;nosotros 2;nnsup
2015;estado civil;nnsup;0,0;Superar metas;nosotros 2;nnsup
2016;ytom;nnsup;0,0;Superar metas;nosotros 2;nnsup
2017;area;nnsup;0,0;Superar metas;nosotros 2;nnsup
2018;genero;nnsup;0,0;Superar metas;nosotros 2;nnsup
2019;yent;nnsup;0,0;Superar metas;nosotros 2;nnsup
2020;ysup;nnsup;0,0;Superar metas;nosotros 2;nnsup
2021;nnpro;tpro;0,409174;Proposito;todos 1;tpro
2022;nemp;tpro;0,368003;Proposito;todos 1;tpro
2023;nncox;tpro;0,360244;Proposito;todos 1;tpro
2024;nent;tpro;0,34228;Proposito;todos 1;tpro
2025;npro;tpro;0,341376;Proposito;todos 1;tpro
2026;nsup;tpro;0,338519;Proposito;todos 1;tpro
2027;tequ;tpro;0,324771;Proposito;todos 1;tpro
2028;norg;tpro;0,286644;Proposito;todos 1;tpro
2029;nncon;tpro;0,284191;Proposito;todos 1;tpro
2030;nncom;tpro;0,283491;Proposito;todos 1;tpro
2031;nnlid;tpro;0,283454;Proposito;todos 1;tpro
2032;ylid;tpro;0,277481;Proposito;todos 1;tpro
2033;nnemp;tpro;0,276076;Proposito;todos 1;tpro
2034;ntom;tpro;0,273277;Proposito;todos 1;tpro
2035;ncom;tpro;0,268228;Proposito;todos 1;tpro
2036;ypay;tpro;0,266919;Proposito;todos 1;tpro
2037;nnrec;tpro;0,259766;Proposito;todos 1;tpro
2038;ncov;tpro;0,256509;Proposito;todos 1;tpro
2039;nnsup;tpro;0,255821;Proposito;todos 1;tpro
2040;nrel;tpro;0,254398;Proposito;todos 1;tpro
2041;nlid;tpro;0,252076;Proposito;todos 1;tpro
2042;ncox;tpro;0,251875;Proposito;todos 1;tpro
2043;tcox;tpro;0,249887;Proposito;todos 1;tpro
2044;nnret;tpro;0,248685;Proposito;todos 1;tpro
2045;nnorg;tpro;0,242359;Proposito;todos 1;tpro
2046;ninn;tpro;0,242124;Proposito;todos 1;tpro
2047;nada;tpro;0,240445;Proposito;todos 1;tpro
2048;nrec;tpro;0,239509;Proposito;todos 1;tpro
2049;nequ;tpro;0,238505;Proposito;todos 1;tpro
2050;nnrit;tpro;0,236559;Proposito;todos 1;tpro
2051;nnequ;tpro;0,234268;Proposito;todos 1;tpro
2052;ncon;tpro;0,229004;Proposito;todos 1;tpro
2053;nnpay;tpro;0,209938;Proposito;todos 1;tpro
2054;nninn;tpro;0,2016;Proposito;todos 1;tpro
2055;nret;tpro;0,20134;Proposito;todos 1;tpro
2056;npay;tpro;0,200188;Proposito;todos 1;tpro
2057;nntom;tpro;0,185965;Proposito;todos 1;tpro
2058;nnada;tpro;0,17233;Proposito;todos 1;tpro
2059;ycom;tpro;0,165839;Proposito;todos 1;tpro
2060;antigüedad en la organización;tpro;0,160001;Proposito;todos 1;tpro
2061;nncov;tpro;0,155804;Proposito;todos 1;tpro
2062;nrit;tpro;0,145282;Proposito;todos 1;tpro
2063;yorg;tpro;0,144789;Proposito;todos 1;tpro
2064;yrec;tpro;0,126204;Proposito;todos 1;tpro
2065;nivel del cargo;tpro;0,12075;Proposito;todos 1;tpro
2066;nnrel;tpro;0,114605;Proposito;todos 1;tpro
2067;ytom;tpro;0,101568;Proposito;todos 1;tpro
2068;nnent;tpro;0,096681;Proposito;todos 1;tpro
2069;edad;tpro;0,09357;Proposito;todos 1;tpro
2070;yinn;tpro;0,089446;Proposito;todos 1;tpro
2071;ycox;tpro;0,088017;Proposito;todos 1;tpro
2072;yret;tpro;0,061704;Proposito;todos 1;tpro
2073;yequ;tpro;0,059133;Proposito;todos 1;tpro
2074;educacion;tpro;0,057816;Proposito;todos 1;tpro
2075;ysup;tpro;0,047871;Proposito;todos 1;tpro
2076;antigüedad en el cargo;tpro;0,0;Proposito;todos 1;tpro
2077;ypro;tpro;0,0;Proposito;todos 1;tpro
2078;yrit;tpro;0,0;Proposito;todos 1;tpro
2079;ycon;tpro;0,0;Proposito;todos 1;tpro
2080;yrel;tpro;0,0;Proposito;todos 1;tpro
2081;estado civil;tpro;0,0;Proposito;todos 1;tpro
2082;yada;tpro;0,0;Proposito;todos 1;tpro
2083;yemp;tpro;0,0;Proposito;todos 1;tpro
2084;area;tpro;0,0;Proposito;todos 1;tpro
2085;genero;tpro;0,0;Proposito;todos 1;tpro
2086;hijos;tpro;0,0;Proposito;todos 1;tpro
2087;yent;tpro;0,0;Proposito;todos 1;tpro
2088;ycov;tpro;0,0;Proposito;todos 1;tpro
2089;tpay;tcon;0,407152;Contribucion;todos 1;tcon
2090;nnret;tcon;0,316457;Contribucion;todos 1;tcon
2091;torg;tcon;0,308843;Contribucion;todos 1;tcon
2092;tequ;tcon;0,308452;Contribucion;todos 1;tcon
2093;tpro;tcon;0,302349;Contribucion;todos 1;tcon
2094;norg;tcon;0,301802;Contribucion;todos 1;tcon
2095;nrel;tcon;0,297726;Contribucion;todos 1;tcon
2096;nncon;tcon;0,297313;Contribucion;todos 1;tcon
2097;nnrec;tcon;0,295427;Contribucion;todos 1;tcon
2098;nncox;tcon;0,291009;Contribucion;todos 1;tcon
2099;nncom;tcon;0,286458;Contribucion;todos 1;tcon
2100;nemp;tcon;0,285881;Contribucion;todos 1;tcon
2101;nnpay;tcon;0,276653;Contribucion;todos 1;tcon
2102;nnsup;tcon;0,271291;Contribucion;todos 1;tcon
2103;nnpro;tcon;0,240851;Contribucion;todos 1;tcon
2104;npro;tcon;0,238673;Contribucion;todos 1;tcon
2105;edad;tcon;0,233543;Contribucion;todos 1;tcon
2106;ncov;tcon;0,233407;Contribucion;todos 1;tcon
2107;nrit;tcon;0,233198;Contribucion;todos 1;tcon
2108;ylid;tcon;0,232941;Contribucion;todos 1;tcon
2109;tcox;tcon;0,219633;Contribucion;todos 1;tcon
2110;nnemp;tcon;0,218483;Contribucion;todos 1;tcon
2111;nada;tcon;0,206428;Contribucion;todos 1;tcon
2112;ntom;tcon;0,205464;Contribucion;todos 1;tcon
2113;nent;tcon;0,204926;Contribucion;todos 1;tcon
2114;ncom;tcon;0,203024;Contribucion;todos 1;tcon
2115;nntom;tcon;0,196493;Contribucion;todos 1;tcon
2116;nsup;tcon;0,184312;Contribucion;todos 1;tcon
2117;ncon;tcon;0,182431;Contribucion;todos 1;tcon
2118;nequ;tcon;0,181809;Contribucion;todos 1;tcon
2119;nnequ;tcon;0,178629;Contribucion;todos 1;tcon
2120;yrit;tcon;0,17544;Contribucion;todos 1;tcon
2121;nnrit;tcon;0,164265;Contribucion;todos 1;tcon
2122;nnent;tcon;0,157756;Contribucion;todos 1;tcon
2123;nnlid;tcon;0,156265;Contribucion;todos 1;tcon
2124;nninn;tcon;0,154814;Contribucion;todos 1;tcon
2125;npay;tcon;0,151999;Contribucion;todos 1;tcon
2126;ncox;tcon;0,146108;Contribucion;todos 1;tcon
2127;ycom;tcon;0,137899;Contribucion;todos 1;tcon
2128;nlid;tcon;0,134796;Contribucion;todos 1;tcon
2129;nnada;tcon;0,134335;Contribucion;todos 1;tcon
2130;antigüedad en la organización;tcon;0,133305;Contribucion;todos 1;tcon
2131;nret;tcon;0,130394;Contribucion;todos 1;tcon
2132;estado civil;tcon;0,125477;Contribucion;todos 1;tcon
2133;nnorg;tcon;0,121818;Contribucion;todos 1;tcon
2134;yret;tcon;0,118291;Contribucion;todos 1;tcon
2135;yemp;tcon;0,111078;Contribucion;todos 1;tcon
2136;ycox;tcon;0,103964;Contribucion;todos 1;tcon
2137;yorg;tcon;0,102852;Contribucion;todos 1;tcon
2138;nivel del cargo;tcon;0,098749;Contribucion;todos 1;tcon
2139;nrec;tcon;0,090399;Contribucion;todos 1;tcon
2140;area;tcon;0,08234;Contribucion;todos 1;tcon
2141;educacion;tcon;0,080633;Contribucion;todos 1;tcon
2142;ninn;tcon;0,079514;Contribucion;todos 1;tcon
2143;nncov;tcon;0,073473;Contribucion;todos 1;tcon
2144;genero;tcon;0,070946;Contribucion;todos 1;tcon
2145;ycon;tcon;0,06557;Contribucion;todos 1;tcon
2146;yent;tcon;0,043642;Contribucion;todos 1;tcon
2147;antigüedad en el cargo;tcon;0,042569;Contribucion;todos 1;tcon
2148;ycov;tcon;0,034233;Contribucion;todos 1;tcon
2149;nnrel;tcon;0,020263;Contribucion;todos 1;tcon
2150;yrec;tcon;0,016709;Contribucion;todos 1;tcon
2151;ypro;tcon;0,0;Contribucion;todos 1;tcon
2152;ypay;tcon;0,0;Contribucion;todos 1;tcon
2153;yequ;tcon;0,0;Contribucion;todos 1;tcon
2154;yrel;tcon;0,0;Contribucion;todos 1;tcon
2155;yinn;tcon;0,0;Contribucion;todos 1;tcon
2156;ytom;tcon;0,0;Contribucion;todos 1;tcon
2157;yada;tcon;0,0;Contribucion;todos 1;tcon
2158;hijos;tcon;0,0;Contribucion;todos 1;tcon
2159;ysup;tcon;0,0;Contribucion;todos 1;tcon
2160;nent;nncox;0,406334;Conexion;nosotros 2;nncox
2161;nsup;nncox;0,383027;Conexion;nosotros 2;nncox
2162;ntom;nncox;0,34476;Conexion;nosotros 2;nncox
2163;nequ;nncox;0,330354;Conexion;nosotros 2;nncox
2164;nlid;nncox;0,327182;Conexion;nosotros 2;nncox
2165;ylid;nncox;0,317069;Conexion;nosotros 2;nncox
2166;nrel;nncox;0,303831;Conexion;nosotros 2;nncox
2167;nemp;nncox;0,30174;Conexion;nosotros 2;nncox
2168;npro;nncox;0,2912;Conexion;nosotros 2;nncox
2169;norg;nncox;0,275405;Conexion;nosotros 2;nncox
2170;nret;nncox;0,268497;Conexion;nosotros 2;nncox
2171;ncov;nncox;0,26623;Conexion;nosotros 2;nncox
2172;nrec;nncox;0,266095;Conexion;nosotros 2;nncox
2173;ninn;nncox;0,25541;Conexion;nosotros 2;nncox
2174;ncox;nncox;0,252325;Conexion;nosotros 2;nncox
2175;ypay;nncox;0,249577;Conexion;nosotros 2;nncox
2176;yada;nncox;0,231528;Conexion;nosotros 2;nncox
2177;yrec;nncox;0,227491;Conexion;nosotros 2;nncox
2178;ycov;nncox;0,219906;Conexion;nosotros 2;nncox
2179;ycom;nncox;0,213803;Conexion;nosotros 2;nncox
2180;ncom;nncox;0,211502;Conexion;nosotros 2;nncox
2181;npay;nncox;0,196283;Conexion;nosotros 2;nncox
2182;nrit;nncox;0,195234;Conexion;nosotros 2;nncox
